genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G001606005_ng_n05_s33	4.0	0.9992964267730713	1.575999104625368e-26	0.00014320567424874753	1.4198725103557268e-22	2.716238306332076e-31	0.9992964267730713	9.497539562568094e-17	0.00021042062144260854	8.731694129829364e-27	2.1266556712698936e-38	1.1371676517102358e-10	9.584034899035032e-09	9.245309032743525e-17	2.8937372406399398e-24	0.00035000889329239726	4.266991297938207e-22
G000008665_ng_n10_s33	13.0	1.0	6.079577668504692e-38	4.374031406528384e-30	1.0123271391257136e-32	6.848917200399602e-24	1.9990376524444203e-21	6.017357703391494e-28	2.693578007158476e-17	1.909047049901743e-27	4.867129956139387e-41	1.2096288603744686e-40	1.517881583185126e-24	4.9278763869060715e-18	1.9850407066109904e-28	1.0	1.5907800468732766e-25
G000318295_ng_n03_s22	6.0	1.0	2.183913072250563e-34	1.3637053875995186e-26	0.0	9.80908925027372e-45	9.179666722859485e-31	4.114289362673201e-39	1.0	0.0	0.0	6.807927477239792e-36	2.390637192499563e-21	2.6988597978495195e-28	1.332847213584173e-26	1.0462094334649084e-41	1.635365079405641e-32
G000298475_ng_n50_s11	11.0	1.0	6.801887827724461e-26	1.9483379722735366e-23	1.3387713813153454e-29	1.880966697721108e-31	1.3230039974907037e-27	2.672072067326876e-20	1.007937153983881e-19	2.2566355650089776e-19	4.29758546954434e-23	9.589279848200635e-17	2.647145722737672e-19	1.0	9.316076526034696e-25	3.9447563856315696e-22	6.523375274186731e-17
G000008665_g_n09_s11	13.0	1.0	0.0	0.0	2.1019476964872256e-44	4.73847512534974e-34	1.4219962214863317e-31	0.0	1.7312763388079021e-37	7.953072222013732e-31	0.0	0.0	8.449258808437933e-23	3.449909802277773e-11	2.824737444385966e-41	1.0	2.98044471871103e-28
G001606005_ng_n100_s22	1.0	1.0	2.1182283183573828e-37	1.0	1.3364215478307741e-33	3.4858616296428536e-36	1.0301482973942844e-12	1.5586687685425826e-23	6.5662420895266e-32	3.0611538791312673e-33	2.3977779452645035e-37	1.535201450344142e-22	4.967398941684951e-25	2.428446579460865e-32	4.232563083113363e-27	1.7147101512488163e-18	5.490506360660433e-33
G000017265_g_n4_s11	7.0	1.0	5.81503830233191e-40	1.9780798902353645e-27	1.241750993228002e-37	1.401298464324817e-45	1.2608115502112694e-20	1.7133262111886103e-23	0.0	1.0	4.198686530059416e-24	2.56718129404277e-18	1.132862627118488e-16	2.3580173924564463e-10	0.0	2.56322920253653e-32	1.0500011453223925e-35
G000153405_g_n40_s11	8.0	1.0	0.0	5.938582380140643e-39	1.4556975433331693e-36	1.6815581571897805e-44	8.481916380644676e-36	1.4009761656780224e-40	3.0968696061578457e-43	1.9065890471434797e-25	1.0	3.3691453056221186e-18	5.309221704141724e-22	1.6595188936752866e-36	7.44344520876985e-40	5.157338868101057e-41	3.3398622035692115e-36
G900089075_ng_n1_s44	6.0	1.0	6.586577815779814e-35	2.0753007450194713e-38	0.0	1.8589625427733023e-41	8.328897682407415e-41	0.0	1.0	1.151473628858463e-34	2.053114891240669e-27	1.274761212996286e-41	2.2303728426114325e-32	4.408344349282611e-12	3.630625592517633e-39	0.0	2.68551235336952e-33
G000237805_g_n07_s44	14.0	0.999997615814209	7.916047374892377e-14	8.794477821538749e-07	4.355442797532305e-07	2.622688787066518e-28	6.7075470026749804e-21	7.178572181132381e-10	0.0	3.6507010747754975e-09	1.1242130995015032e-06	8.425216212612474e-38	9.003943061652944e-37	1.5381664365417925e-16	5.135187123981955e-22	9.891827443814561e-17	0.999997615814209
G000298475_g_n40_s22	11.0	1.0	1.1942057414933162e-25	5.203849072301412e-23	1.3591901507710497e-29	7.186561037904678e-32	4.596647813148126e-27	5.571796194573136e-20	2.1962286328257613e-18	4.467207923246715e-18	2.3770253054410205e-20	4.661319188133757e-16	1.2682039337109441e-16	1.0	7.164910424343077e-24	7.320461078414869e-22	8.558838592179565e-16
G000008665	13.0	1.0	1.3993044166100829e-39	4.691280863874148e-34	2.491012946224785e-37	2.555384998488719e-28	3.476563778068299e-22	5.531620356565048e-28	9.003466764379036e-21	2.322306308465302e-28	3.5032461608120427e-44	1.2471556332490872e-43	5.7460142610026695e-19	5.060018903351724e-19	3.594468379503732e-30	1.0	2.2672494121073638e-26
G000237805_ng_n05_s22	14.0	1.0	3.5973690352412928e-34	1.8539413914050253e-29	5.445532114698774e-19	1.2146156892454306e-37	1.5575803179870813e-24	5.837921217885366e-28	0.0	3.460029293884545e-20	1.80987945207215e-18	0.0	2.7976295646738137e-26	1.2182475352122739e-17	5.553082342086316e-27	1.2825267314534223e-16	1.0
G900089075_ng_n2_s11	6.0	1.0	7.311777550005686e-23	6.71699063540091e-30	8.242389923010787e-39	5.478870595311958e-19	1.85895308973603e-24	3.914429416991253e-23	1.0	1.5272247602848746e-34	2.870737588814664e-38	2.124574451452467e-28	3.9209113489987957e-25	5.155028540946042e-15	7.418821183634739e-16	4.3341657034119435e-39	5.122688839960532e-13
G000018945_g_n100_s11	14.0	1.0	8.021976811964018e-28	3.038010765867321e-36	2.5088320626920763e-33	2.48615431700156e-28	2.3603176655539437e-28	1.2007343304242735e-31	3.438317747563529e-36	1.2521612862443672e-33	2.291417261848584e-40	4.82831398867759e-41	4.4834788659464664e-10	2.8071524385026326e-20	1.0420567520337797e-27	3.155567685051233e-18	1.0
G000017265_g_n04_s33	7.0	0.9999998807907104	2.173440162379095e-20	3.128251286092588e-19	6.213045809769664e-25	7.697828787609798e-32	7.939229436082809e-21	9.530544349588624e-14	5.242851021885232e-20	0.9999998807907104	1.3353891361217019e-30	1.431199763146651e-07	5.876699571416566e-09	2.455042422130899e-22	4.9494702539031134e-39	3.730211605325163e-27	1.3937636824821425e-39
G000017265_ng_n04_s44	11.0	0.9999924898147583	3.836755195321349e-42	2.423051731109336e-17	2.6977975156437297e-22	9.827384172545056e-35	1.1250146647601156e-11	7.530286438850453e-06	2.9687217035101666e-29	1.4940861048362564e-10	4.2769621777609687e-38	4.970565689394831e-17	1.0435204121402522e-20	0.9999924898147583	2.802596928649634e-45	2.9102955419740936e-26	1.334844891641226e-29
G000237805_ng_n5_s33	14.0	1.0	1.9032188432648787e-16	2.8219095948855966e-09	2.0592114124973193e-10	3.9330571800639393e-19	3.1095547228847603e-15	4.127714614554634e-09	1.9873703892424275e-32	2.505436309807596e-11	6.26266903401511e-22	3.805509710302942e-35	5.23269426242921e-15	4.619181396944684e-20	2.619661095921949e-19	3.015746230516925e-08	1.0
G000298475_ng_n04_s33	11.0	0.9995514750480652	1.7007480450697692e-35	8.219546409379038e-28	9.534384721009664e-32	2.017225803024595e-26	5.532241993712791e-32	5.865390266990289e-05	8.58406679071777e-08	1.719013992655445e-17	9.992838592684246e-22	0.0003885655023623258	1.238078880305693e-06	0.9995514750480652	2.289943222421062e-27	3.4918996947436165e-12	3.4211495568176476e-15
G000153405_ng_n09_s55	9.0	0.9780949354171753	4.869231903835874e-41	4.973028768173507e-33	6.1513384197475895e-22	5.0895160224277356e-42	1.9265673068282065e-28	2.1101477905511104e-14	1.0078758866411794e-26	3.165043245763181e-18	0.02190505713224411	0.9780949354171753	6.051172475422806e-13	8.984256153097434e-28	3.927537847738426e-35	1.123558471335161e-30	1.9339769419180724e-26
G000298475_ng_n4_s44	11.0	1.0	1.535638423079295e-25	2.665519090506209e-25	3.2976860075171633e-32	8.274540063896987e-35	2.597933244673229e-29	1.072280909911433e-26	5.360562885542311e-16	9.782783992503361e-23	1.5988262711432405e-28	1.4971396016481424e-16	4.1581095603559823e-22	1.0	1.6348889963882755e-27	3.2963016380441796e-25	9.988600031596078e-16
G000318295_ng_n30_s55	6.0	1.0	1.073182613910898e-31	1.842684740539863e-33	1.6913672464400542e-42	1.2285916796092206e-36	1.9753442371469508e-33	4.831375411037794e-36	1.0	2.1019476964872256e-44	3.9942034384514196e-33	2.232612894033718e-31	7.830623153444507e-27	3.537377935532225e-15	8.539814345767646e-26	3.923635700109488e-44	1.706531158988541e-21
G900089075_ng_n06_s55	6.0	1.0	1.401298464324817e-45	1.673022922554996e-32	2.802596928649634e-45	2.8434040536050136e-15	1.8013695529260805e-14	2.9744695891132293e-21	1.0	8.34821192089575e-30	8.065944468517541e-29	3.9832481984437405e-33	6.825362109592542e-25	5.600473189317157e-22	1.1273818426575496e-26	6.876460792444914e-38	5.840463529471762e-12
G000237805_g_n50_s11	14.0	1.0	4.589207302867058e-17	3.1681558418372724e-13	6.540830702582434e-13	7.373222557002074e-25	5.8509264052733826e-18	3.1412641932071494e-10	1.4464567086361486e-39	6.711899916064801e-13	1.770172843965044e-19	2.5456975859147787e-33	8.20408793884339e-24	4.46463342698772e-19	3.9569731392048427e-25	1.0559013787023869e-13	1.0
G000018945_g_n40_s22	14.0	1.0	4.1710421519718916e-29	8.400285207166224e-37	1.4298479676858953e-35	5.499489345079106e-29	6.25421916056693e-29	4.459907851624316e-31	1.3612556768730848e-36	7.636109566922469e-34	6.163681360255924e-40	2.3160661018360577e-41	5.0778287824515544e-11	3.981605444190442e-19	2.412753997184803e-28	8.254430162787835e-19	1.0
G000008665_ng_n02_s33	6.0	1.0	0.0	0.0	2.165104218274345e-40	6.493657721336668e-39	4.844467522417966e-33	1.5496049145137742e-22	1.0	0.0	4.6913791027437686e-40	0.0	4.329820593796217e-31	4.357449651790234e-35	1.0986179960306566e-42	6.108260005991878e-40	1.2415492125269564e-34
G000318295_g_n07_s33	6.0	1.0	1.5078111605981464e-40	6.068665440074942e-30	6.165713243029195e-44	5.641065658997227e-28	2.590264793318305e-21	1.0427720292067663e-13	1.0	1.408558591668484e-39	4.529281973514931e-29	1.2884793413402733e-32	4.2758375673872466e-30	7.452497864484427e-29	8.671485057787365e-11	4.604293579752311e-22	3.214208630156201e-12
G000018945_ng_n4_s44	14.0	1.0	1.2165867745247735e-29	8.177969990528232e-38	6.534124250233624e-35	1.4853455699849229e-33	2.828840320790564e-31	1.2765893904691486e-34	8.407790785948902e-45	5.1505116522997645e-36	1.3270296457156018e-42	1.8651282560163315e-42	1.8163845671688786e-14	5.318483183604509e-23	1.7891434267043653e-31	1.635998946418372e-20	1.0
G000017265_ng	7.0	1.0	2.00604256053953e-36	2.366344676884885e-24	4.95978858755302e-32	1.2376730465410012e-39	2.26365617773996e-17	1.5894973201899877e-21	0.0	1.0	1.7567653099429997e-27	4.696572805277599e-15	2.619929013319977e-13	3.054999236576242e-15	0.0	1.5061402606238417e-29	9.729779506233573e-32
G000237805_g_n100_s55	14.0	1.0	6.451530253929254e-18	5.0286851912368855e-14	8.532181851230586e-14	2.9702554418955037e-26	3.6425932249538265e-19	2.785479139011393e-11	5.902549391428994e-41	9.633475115712609e-14	1.999227231497163e-22	3.667773111249634e-35	5.274087354036119e-26	6.112701875583778e-20	3.998379708562795e-26	8.482390692316313e-16	1.0
G000018945_ng_n03_s44	14.0	1.0	0.0	2.802596928649634e-45	2.942726775082116e-44	2.3631363543055206e-29	1.8020041756527624e-19	2.4924514819924743e-27	6.307676235068315e-28	5.271509008037356e-35	1.401298464324817e-45	0.0	8.717595534335487e-09	9.9653137324858e-30	1.1636658235494207e-26	3.346943382165346e-12	1.0
G000237805_g_n08_s44	5.0	1.0	7.84417882830626e-24	8.891273729504605e-22	3.011880746463576e-17	2.0437814462326677e-15	1.5624593285856747e-10	1.0	2.5220850020610923e-39	4.88429141325004e-17	4.609202342714669e-12	2.0207480556734598e-39	3.76521199741685e-18	1.0475771999010706e-19	1.9068469879038965e-29	9.214985718930535e-11	2.592446790572467e-08
G000018945_ng_n04_s33	14.0	1.0	2.8696294457916396e-32	0.0	8.127531093083939e-44	0.0	1.6814600662972777e-40	8.407790785948902e-45	0.0	8.407790785948902e-45	4.9521887729239035e-42	0.0	6.84543294969266e-27	0.0	1.4169229422020388e-39	2.577314118317998e-28	1.0
G000237805_g_n10_s11	14.0	0.9999982118606567	2.0291148589927227e-15	3.222933725455235e-11	2.2891714565598242e-11	6.117427624460418e-23	4.305719531459175e-14	1.7713363149596262e-06	6.83128180891631e-38	9.962268857077738e-12	2.3162212619402935e-19	2.669642415562091e-31	2.082931684428354e-22	1.3201371615247182e-17	2.593604104638978e-23	3.590520025395505e-12	0.9999982118606567
G000298475_g_n09_s33	11.0	1.0	5.9018479798904675e-36	2.4855804538250253e-32	0.0	2.756354079326915e-41	1.563070636863594e-36	4.890019635917874e-30	5.2669753785450986e-24	1.065785225839641e-25	1.3316441215586234e-39	6.791332036810868e-27	1.7184225484591775e-26	1.0	2.265955949011495e-38	4.341374766542739e-34	2.4699870980834014e-30
G000008665_g_n06_s11	13.0	1.0	0.0	2.3999266473591383e-31	3.3911422836660573e-43	5.208967872386256e-25	1.702138271518999e-26	5.751154071567555e-31	9.435676713951385e-25	5.581022529967048e-22	1.0237254523415764e-31	0.0	7.905695420959137e-33	1.8537655901122892e-28	5.398055039341545e-38	1.0	1.5112769192118729e-25
G000318295_ng_n3_s55	6.0	1.0	1.667552298799659e-29	8.903272824312717e-33	5.605193857299268e-45	1.401298464324817e-45	3.6431557231259325e-38	2.1019476964872256e-44	1.0	0.0	8.78928027987669e-40	3.7119138424779725e-35	5.228147482626819e-29	3.3373779136309026e-14	6.069326322935359e-26	0.0	1.1987571489261904e-31
G000283915_ng_n2_s11	10.0	1.0	6.240487089604953e-38	2.3849690123253836e-23	5.052949923789304e-30	7.064698872692229e-19	3.0502155840922184e-21	2.5062837468210817e-21	3.4800757109907494e-32	6.569855130822772e-23	4.07066787734645e-18	1.1231773800632902e-22	1.0	3.2424444724279605e-36	2.0728575038614187e-14	5.290674140644522e-25	3.8640793157973526e-21
G000283915_g_n03_s33	10.0	1.0	1.401298464324817e-45	7.006492321624085e-45	4.8631030655372205e-22	1.3270115928896062e-28	2.0170241845982693e-35	3.9784970706829076e-32	0.0	3.1841781258757555e-25	1.5476824802092732e-25	2.241520824548041e-17	1.0	1.744251897132252e-34	7.006492321624085e-45	0.0	3.874202374443194e-37
G000008665_g_n4_s11	13.0	1.0	4.5574429955236026e-41	4.2913482553177464e-36	3.147782478794712e-37	9.897962578068431e-28	6.96994739592223e-24	1.0953072946227527e-28	1.6340259757457293e-15	3.913286653978725e-27	0.0	3.0255435143237125e-41	2.310150273232037e-19	2.2779300032813532e-26	1.0831995336905436e-35	1.0	3.378317289614642e-28
G000153405_g_n03_s44	8.0	1.0	0.0	1.1506695660417109e-35	0.0	0.0	0.0	3.433181237595802e-43	1.5414283107572988e-44	3.7498707955837115e-20	1.0	2.9624091671908836e-29	1.0695294442566918e-15	1.946187135060118e-12	0.0	3.38719263986645e-37	0.0
G000237805_g_n20_s33	14.0	1.0	5.024593487412099e-17	1.6035303510367194e-12	7.707402077672398e-11	1.6786499368334482e-23	3.9741607979979496e-16	4.463940772581054e-09	1.515442452668656e-36	5.656627076466858e-12	2.0004345294700622e-20	4.2161455880942986e-33	1.5862990635100555e-21	9.099226620460945e-18	7.029093346696443e-23	9.305416853733206e-11	1.0
G000018945_ng_n100_s44	14.0	1.0	4.35004115045409e-28	5.101253746780429e-37	1.1446067444276193e-34	3.0406305109556174e-29	1.9558829698473183e-29	1.0675642211117077e-31	1.8032608167125137e-36	6.36020618760962e-35	1.0850394139113491e-40	1.2446332960133025e-41	1.0347134607457953e-11	1.6845917886328667e-21	1.647163862740579e-28	1.0268763588370775e-19	1.0
G001606005_g_n02_s22	4.0	1.0	4.344025239406933e-44	1.4346286117582996e-20	0.0	0.0	1.0	2.73031952331404e-35	0.0	4.1360546106807867e-38	1.401298464324817e-45	7.424355064325725e-20	4.929645044837205e-25	1.2059574583979376e-41	2.858648867222627e-43	6.05498550604322e-12	1.401298464324817e-44
G000237805_ng_n50_s44	14.0	1.0	1.9287244197855532e-18	7.532586750527703e-13	4.3063705271011166e-13	7.374122844510158e-25	9.60809055571555e-19	3.658192082589551e-10	1.2984964063850198e-39	7.101111555328152e-14	5.191125414854245e-21	1.943295485697735e-33	5.95245990783381e-25	2.3157817912206017e-17	9.895750254637594e-25	7.502100340690127e-14	1.0
G001606005_g_n100_s55	1.0	1.0	1.631398936498191e-36	1.0	2.0748232016501716e-33	5.763372607318457e-36	3.793278191555061e-12	3.5700067504288796e-23	4.5516354961756196e-32	2.722480548676927e-33	5.548673772935314e-36	1.5998683546040707e-22	1.2620601052939673e-24	6.69656738496074e-32	1.5511393549776132e-26	4.761126701582732e-18	2.0753862634442155e-32
G000318295_g_n05_s33	11.0	0.9990895986557007	2.082121842018718e-14	4.045940385684034e-20	4.859422814585601e-41	6.79040929582827e-39	5.573026383396238e-21	1.1070257868166055e-43	2.2891072370967436e-10	7.85578397674097e-35	6.247059403151213e-31	1.8073460080724417e-27	1.498444949781912e-20	0.9990895986557007	0.0009104404016397893	3.363116314379561e-44	1.8191078356517411e-31
G000008665_g_n01_s55	11.0	1.0	1.4743979046462007e-20	5.4714461687223586e-15	3.8373372060283858e-25	5.6578165763543353e-11	4.016370128322107e-27	2.424267928616079e-28	1.3847214385193884e-18	7.938960925501156e-20	0.0	1.5748841236651843e-15	4.644157414190886e-08	1.0	7.784829414099242e-16	9.389979401398362e-15	1.0182896489708448e-36
G900089075_g_n08_s22	6.0	1.0	5.359537775942805e-32	2.41378324001239e-37	0.0	3.4818932456623115e-33	4.259080151916098e-33	3.3906867652558174e-35	1.0	2.2738529665071976e-38	0.0	9.118369864037393e-26	2.7271753013743867e-28	1.301160177499255e-22	3.126381509645419e-32	4.140573742176296e-36	5.057407172672707e-29
G000153405_ng_n5_s22	8.0	1.0	0.0	2.782418230763357e-41	3.9907578965506465e-40	2.802596928649634e-45	8.536216090776326e-37	0.0	0.0	8.61987916704547e-24	1.0	5.425774181984909e-18	4.0834967765629e-19	1.1810675950746002e-39	1.3214244518583025e-42	4.684120376698566e-41	3.517819664841021e-41
G001606005_ng_n4_s44	1.0	1.0	6.388302497594871e-39	1.0	1.0081476560469983e-36	1.0037269965971744e-36	1.6441639716369139e-12	2.1741322092253174e-24	3.708920716109962e-31	1.8965545242311792e-35	1.0637696968782495e-34	9.673988481115862e-28	3.2800240060245324e-23	4.367715568824033e-36	5.963487377738508e-31	6.167248216971185e-21	3.173418330642285e-35
G900089075_g_n20_s55	6.0	1.0	2.462761475368219e-30	6.812916010089687e-36	8.705167339555593e-39	4.65666990134744e-28	3.095202458153559e-28	5.501389968981109e-32	1.0	9.486744139022745e-33	1.3659726779436558e-30	1.4870187208894253e-32	7.339941304041496e-32	3.4675943320792914e-16	1.439520282380223e-25	1.4025175939887797e-40	3.782639991758526e-21
G000017265_g_n06_s33	7.0	0.9702469706535339	2.673139819736959e-37	1.7869890087124233e-15	6.070523962471276e-28	1.0245535124317117e-24	0.029539532959461212	5.231456747293271e-15	3.217676289717081e-22	0.9702469706535339	1.1032254426254849e-26	2.2241106178988446e-10	6.374076618057451e-27	0.0002134429814759642	3.6361495581476297e-35	1.8370746005143268e-13	1.6703166020816656e-20
G001606005_ng_n05_s22	1.0	1.0	6.459448061000157e-29	1.0	5.919764343063225e-39	3.1753423201600355e-42	2.622577482058134e-14	6.807797415507286e-21	2.2920157926714148e-26	6.569004736349902e-30	1.401298464324817e-45	6.603799839331982e-31	2.6056973182804104e-27	3.091844603997497e-32	1.1087824592572616e-25	1.9688863536613656e-21	1.8714620030486642e-31
G001606005_ng_n02_s55	13.0	0.9731051325798035	1.9499276615592729e-32	0.0266675166785717	1.1425741173192605e-26	8.176052693163532e-34	0.00022740592248737812	1.4544146468025652e-22	4.353532959714592e-33	7.3715634839107815e-25	3.816442032788038e-20	4.486723931480802e-20	3.464015916696138e-21	4.288061320857134e-20	3.0911126436272696e-10	0.9731051325798035	8.620569420337538e-24
G000283915_ng_n5_s55	10.0	1.0	4.5597593755162946e-36	1.7018153500748516e-24	7.142930577830179e-27	5.883470570405772e-25	1.4512139435198392e-26	4.256428124775516e-20	3.545057240742297e-34	1.5150023197671598e-22	1.5429779435057634e-18	4.656200991549973e-16	1.0	3.0428155703277146e-34	2.1800831335562346e-20	2.3752515574543157e-25	6.730949186206199e-21
G000017265_ng_n30_s55	7.0	1.0	8.693428774423822e-37	7.548789344656283e-26	1.3454609891860021e-32	1.2779315106419746e-38	3.6506810330239005e-16	8.653266442681501e-21	0.0	1.0	1.7128726346570357e-26	1.9853124135979505e-14	4.7630980106252996e-14	4.504413746193186e-16	0.0	5.569752084275214e-29	2.5379238066739208e-31
G000283915_g_n01_s33	5.0	1.0	0.0	7.300624869285864e-41	2.684805549967198e-18	9.840671246677964e-26	5.982286285065196e-23	1.0	1.401298464324817e-45	2.441541255921239e-34	0.0	2.14566820857416e-41	2.6478116574302213e-12	9.460285787961513e-19	2.0879347118439774e-41	1.276162511460611e-41	1.924751441415099e-22
G000298475_g_n02_s22	11.0	0.9063762426376343	1.3514893371091574e-10	9.074144532289757e-15	4.856342903151223e-27	4.51511323307031e-24	5.395425293664205e-21	3.585609389153248e-14	2.7968321865360066e-24	0.062186211347579956	6.231024404128663e-14	1.3070237018377925e-17	6.1831158353799e-24	0.9063762426376343	2.4123353063351726e-40	0.03143759071826935	3.1358342165348566e-14
G000283915_g_n20_s55	10.0	1.0	3.7012807269525045e-35	8.968972363483295e-23	2.289623615117163e-24	5.023910026038244e-22	3.547224240410109e-25	3.8595753658296154e-19	9.335360596977592e-32	7.59160969171424e-20	3.675946702351516e-16	2.406938004622619e-18	1.0	2.5328004004399296e-29	2.30190881429523e-18	1.6707902641853177e-25	5.355220535420234e-19
G900089075_g_n1_s11	6.0	1.0	2.182387914248119e-35	8.593139210999396e-35	7.26949862957412e-32	3.5931550469663615e-21	6.132047544173833e-25	1.5823866657337138e-31	1.0	6.52593183521011e-34	6.755956335034358e-35	0.0	1.8135869290441847e-37	5.008126244611093e-21	2.0820126996842217e-27	8.407790785948902e-45	1.889495417403472e-24
G000153405_g_n20_s22	8.0	1.0	0.0	2.2634893834545905e-40	2.2031467810877124e-37	1.401298464324817e-45	4.0771265350357366e-36	4.203895392974451e-45	0.0	7.875146647824456e-25	1.0	5.6540940007211715e-15	1.1416545189182578e-19	1.7815632233947854e-39	9.94291325361674e-41	6.340735421223365e-40	4.160727328794092e-37
G000318295_ng_n04_s44	11.0	1.0	5.77441094468942e-24	9.550327950889867e-32	4.618679738414597e-42	1.0133922700029895e-27	5.465064010866787e-44	1.3949547861768186e-39	4.0653996824773636e-14	0.0	0.0	4.624284932271896e-44	2.5787645358769974e-32	1.0	1.873812704835497e-23	0.0	1.1454841608469276e-35
G000318295_ng_n03_s33	11.0	0.9940508008003235	7.59666803949465e-23	1.674662305289638e-19	2.0603837827368872e-39	6.086724851192134e-38	3.7098368048997935e-18	5.2848755128533336e-21	0.005949206650257111	4.980221507903593e-34	2.1788309565922398e-17	1.5055730100133058e-12	4.370873385450835e-10	0.9940508008003235	1.948856337704738e-25	7.754323339983904e-33	2.6652560158879623e-09
G000153405_g_n01_s44	7.0	1.0	3.477906164073934e-28	3.143986300790509e-32	2.253287930634306e-42	0.0	6.190936615387042e-42	1.401298464324817e-45	6.026054240055375e-31	1.0	1.8020518192483156e-27	4.5040459982364575e-19	1.4191361560323573e-22	7.114261834679387e-29	1.9895812272194135e-36	4.257865002029457e-39	1.0527109566133615e-30
G000298475_ng_n30_s22	11.0	1.0	2.190990906326989e-25	5.571341502720431e-23	6.91879950555008e-30	7.675778276829898e-32	2.6740828535597235e-26	9.767739515865582e-19	1.303209406597188e-18	2.8888269597164114e-18	2.352840030670133e-19	2.838914302528533e-17	1.6780477073826338e-16	1.0	1.0716487648532003e-23	1.2603925274932551e-21	1.1354547596953229e-15
G000237805_g_n03_s55	14.0	1.0	7.555492092304694e-36	2.0968646370776252e-17	3.349956861751972e-35	3.0341819775806576e-33	9.589019286307681e-18	3.8584231452415945e-21	0.0	7.356747589587487e-13	1.0775818307324006e-13	2.2427804029508166e-30	2.848634336470521e-17	6.012907873985988e-35	1.0079497451000453e-32	1.966925488247075e-15	1.0
